,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary_high,salary_low,salary_medium
940,0.92,0.92,4,245,5,0,0,1,0,1,0
945,0.87,1.0,5,274,5,0,0,1,0,1,0
950,0.09,0.9,7,289,5,0,0,1,0,1,0
954,0.4,0.46,2,131,3,0,0,1,0,1,0
962,0.41,0.45,2,150,3,0,0,1,0,0,1
971,0.72,1.0,5,264,5,0,0,1,0,0,1
989,0.4,0.46,2,144,3,0,0,1,0,1,0
997,0.86,0.94,5,224,5,0,0,1,0,0,1
1002,0.42,0.5,2,141,3,0,0,1,0,0,1
1003,0.43,0.48,2,160,3,0,0,1,0,0,1
1004,0.09,0.8,6,247,4,0,0,1,0,0,1
1005,0.54,0.56,4,260,3,0,0,1,0,0,1
1007,0.36,0.52,2,137,3,1,0,1,0,0,1
1011,0.43,0.47,2,149,3,0,0,1,0,0,1
1022,0.36,0.48,2,145,3,0,0,1,0,1,0
1028,0.88,0.89,4,275,5,0,0,1,0,1,0
1029,0.1,0.82,6,272,4,0,0,1,0,1,0
1033,0.42,0.56,2,158,3,0,0,1,0,1,0
1035,0.1,0.95,6,256,4,0,0,1,0,0,1
1048,0.44,0.5,2,132,3,0,0,1,0,1,0
1051,0.09,0.92,6,261,4,0,0,1,0,0,1
1053,0.09,0.78,6,244,4,0,0,1,0,1,0
1055,0.1,0.8,7,292,5,0,0,1,0,1,0
1061,0.34,0.97,6,157,5,1,0,1,0,1,0
1072,0.53,0.95,6,205,4,0,0,1,0,1,0
1074,0.86,0.83,4,270,5,0,0,1,0,0,1
1103,0.38,0.52,2,156,3,0,0,1,0,1,0
1111,0.44,0.46,2,149,3,0,0,1,0,1,0
1122,0.39,0.57,2,131,3,0,0,1,0,0,1
1129,0.11,0.93,6,290,4,0,0,1,0,0,1
1135,0.11,0.87,6,291,4,0,0,1,0,1,0
1143,0.1,0.91,6,286,4,0,0,1,0,1,0
1146,0.8,0.95,5,217,5,0,0,1,0,1,0
1159,0.11,0.95,7,269,5,0,0,1,0,0,1
1164,0.11,0.93,7,288,4,0,0,1,1,0,0
1167,0.43,0.5,2,127,3,1,0,1,0,0,1
1168,0.79,0.84,5,245,5,0,0,1,0,0,1
1181,0.39,0.5,2,127,3,0,0,1,0,1,0
1188,0.09,0.8,5,279,4,0,0,1,0,1,0
1189,0.36,0.51,2,155,3,0,0,1,0,1,0
1192,0.44,0.51,2,129,3,0,0,1,0,0,1
1202,0.44,0.55,2,136,3,0,0,1,0,0,1
1204,0.43,0.56,2,158,3,0,0,1,0,1,0
1211,0.09,0.77,6,244,4,0,0,1,0,1,0
1225,0.39,0.46,2,127,3,0,0,1,0,1,0
1234,0.42,0.49,2,145,3,0,0,1,0,0,1
1235,0.4,0.49,2,140,3,0,0,1,0,0,1
1237,0.74,0.9,4,226,5,0,0,1,0,0,1
1239,0.38,0.47,2,152,3,0,0,1,0,0,1
1252,0.42,0.5,2,155,3,0,0,1,0,1,0
1272,0.45,0.46,2,142,3,0,0,1,0,0,1
1277,0.78,1.0,4,267,5,0,0,1,0,0,1
1287,0.09,0.83,7,258,4,0,0,1,0,1,0
1290,0.39,0.51,2,139,3,0,0,1,0,1,0
1293,0.72,1.0,2,240,2,0,0,1,0,1,0
1295,0.38,0.5,2,139,3,0,0,1,0,1,0
1306,0.11,0.93,6,276,4,0,0,1,0,1,0
1313,0.72,0.85,5,246,5,0,0,1,0,0,1
1315,0.11,0.81,6,260,4,0,0,1,0,0,1
1323,0.37,0.52,2,144,3,0,0,1,0,0,1
1330,0.42,0.47,2,130,3,0,0,1,0,1,0
1332,0.1,0.8,6,248,4,0,0,1,0,1,0
1335,0.87,0.9,3,307,5,0,0,1,0,1,0
1340,0.1,0.96,6,275,4,0,0,1,0,1,0
1344,0.39,0.57,2,150,3,0,0,1,0,1,0
1347,0.1,0.96,6,292,4,0,0,1,0,0,1
1351,0.11,0.77,6,274,4,0,0,1,0,0,1
1359,0.46,0.46,2,145,3,0,0,1,1,0,0
1360,0.11,0.83,6,262,5,0,0,1,0,1,0
1375,0.46,0.5,2,141,3,0,0,1,0,1,0
1378,0.8,0.87,5,240,6,0,0,1,0,1,0
1380,0.87,0.92,4,253,6,0,0,1,0,1,0
1397,0.43,0.53,2,146,3,0,0,1,0,0,1
1398,0.39,0.55,2,156,3,0,0,1,1,0,0
1399,0.11,0.86,6,299,4,1,0,1,0,1,0
1400,0.45,0.47,2,136,3,0,0,1,0,0,1
1401,0.11,0.87,6,272,4,0,0,1,0,0,1
1402,0.84,0.86,5,240,5,0,0,1,0,0,1
1405,0.39,0.57,2,130,3,0,0,1,0,1,0
1424,0.45,0.48,2,149,3,0,0,1,0,1,0
1428,0.09,0.87,6,266,4,0,0,1,0,0,1
1429,0.87,0.91,4,255,5,0,0,1,0,0,1
1438,0.1,0.89,7,285,4,0,0,1,0,1,0
1451,0.78,0.86,5,260,6,0,0,1,0,1,0
1453,0.63,0.83,6,242,5,0,0,1,0,1,0
1458,0.4,0.5,2,136,3,0,0,1,0,1,0
1459,0.39,0.54,2,133,3,0,0,1,0,1,0
1464,0.1,0.92,6,279,4,0,0,1,0,0,1
1468,0.78,0.86,5,256,5,0,0,1,0,0,1
1475,0.44,0.47,2,156,3,1,0,1,0,0,1
1482,0.09,0.77,6,310,4,0,0,1,0,1,0
1483,0.11,0.87,6,254,4,0,0,1,0,1,0
1494,0.17,0.75,3,188,4,0,0,1,0,1,0
1498,0.42,0.49,2,152,3,0,0,1,0,1,0
1504,0.86,0.91,5,245,5,0,0,1,0,0,1
1512,0.45,0.52,2,143,3,0,0,1,0,0,1
1550,0.09,0.87,7,305,4,0,0,1,0,0,1
1553,0.82,0.82,5,220,6,0,0,1,0,0,1
1555,0.83,0.92,4,255,5,0,0,1,0,1,0
1558,0.14,0.61,6,291,5,0,0,1,0,0,1
1571,0.74,0.96,4,231,5,0,0,1,0,1,0
1576,0.6,0.85,3,250,2,0,0,1,0,1,0
1581,0.73,0.96,5,256,6,1,0,1,0,0,1
1584,0.43,0.46,2,129,3,0,0,1,0,0,1
1606,0.89,0.48,3,178,5,0,0,1,0,1,0
1608,0.11,0.87,6,278,5,0,0,1,0,1,0
1610,0.89,0.97,4,264,5,0,0,1,0,1,0
1611,0.09,0.92,7,301,4,0,0,1,0,1,0
1615,0.1,0.93,6,307,4,0,0,1,0,1,0
1628,0.4,0.54,2,156,3,0,0,1,0,0,1
1630,0.1,0.86,6,288,4,0,0,1,0,0,1
1632,0.42,0.5,2,128,3,0,0,1,1,0,0
1636,0.36,0.49,2,133,3,0,0,1,0,0,1
1641,0.41,0.56,2,154,3,0,0,1,0,1,0
1647,0.42,0.55,2,150,3,0,0,1,0,1,0
1652,0.87,0.97,5,250,6,0,0,1,0,1,0
1656,0.84,0.85,5,260,5,0,0,1,0,1,0
1660,0.42,0.47,2,137,3,0,0,1,0,0,1
1663,0.37,0.46,2,130,3,1,0,1,0,0,1
1670,0.44,0.57,2,141,3,0,0,1,0,0,1
1677,0.39,0.54,2,149,3,0,0,1,0,1,0
1683,0.44,0.54,2,135,3,0,0,1,0,1,0
1695,0.78,0.96,5,272,5,0,0,1,0,1,0
1700,0.38,0.45,2,132,3,0,0,1,0,0,1
1716,0.1,0.9,6,301,5,0,0,1,0,1,0
1719,0.77,0.96,5,249,6,0,0,1,0,1,0
1721,0.26,0.46,2,242,3,0,0,1,0,1,0
1722,0.81,0.93,5,265,6,0,0,1,0,1,0
1725,0.1,0.86,5,253,4,0,0,1,0,1,0
1735,0.38,0.46,2,160,3,0,0,1,0,1,0
1736,0.11,0.96,7,244,4,0,0,1,0,1,0
1744,0.4,0.48,2,161,3,0,0,1,0,0,1
1745,0.09,0.78,6,260,4,0,0,1,0,0,1
1753,0.91,1.0,4,245,6,0,0,1,0,0,1
1761,0.09,0.85,7,307,4,0,0,1,0,1,0
1769,0.4,0.47,2,144,3,1,0,1,0,1,0
1791,0.09,0.92,7,245,4,0,0,1,0,0,1
1799,0.38,0.5,2,145,3,0,0,1,0,1,0
1800,0.09,0.78,6,263,4,0,0,1,0,1,0
1801,0.11,0.79,6,264,4,0,0,1,0,1,0
1805,0.1,0.87,6,254,5,0,0,1,0,1,0
1806,0.45,0.57,2,143,3,0,0,1,0,1,0
1819,0.11,0.82,7,285,4,0,0,1,0,0,1
1820,0.43,0.52,2,136,3,0,0,1,0,0,1
1834,0.09,0.9,6,295,4,0,0,1,0,1,0
1843,0.41,0.49,2,147,3,0,0,1,0,1,0
1844,0.37,0.51,2,154,3,1,0,1,0,1,0
1845,0.43,0.56,2,129,3,0,0,1,0,1,0
1846,0.46,0.53,2,161,3,0,0,1,0,1,0
1847,0.09,0.84,6,269,4,0,0,1,0,1,0
1848,0.78,0.86,5,274,5,0,0,1,0,1,0
1852,0.39,0.49,2,142,3,0,0,1,0,1,0
1859,0.43,0.57,2,129,3,0,0,1,0,0,1
1860,0.75,1.0,5,223,6,0,0,1,0,0,1
1867,0.44,0.48,2,158,3,0,0,1,0,1,0
1868,0.44,0.56,2,133,3,0,0,1,0,0,1
1879,0.43,0.54,2,142,3,0,0,1,0,1,0
1882,0.09,0.89,6,282,4,0,0,1,0,1,0
1883,0.37,0.54,2,157,3,0,0,1,0,1,0
1891,0.37,0.49,2,138,3,0,0,1,0,1,0
1893,0.1,0.83,7,302,5,0,0,1,0,0,1
1895,0.87,0.88,5,240,5,0,0,1,0,0,1
1897,0.1,0.94,7,264,4,0,0,1,0,0,1
1899,0.4,0.49,2,143,3,0,0,1,0,0,1
1901,0.46,0.55,2,147,3,0,0,1,0,0,1
1913,0.42,0.57,2,147,3,1,0,1,0,1,0
1914,0.39,0.68,2,282,5,0,0,1,0,1,0
1917,0.37,0.45,2,149,3,0,0,1,0,1,0
1927,0.09,0.95,6,271,4,0,0,1,0,1,0
1937,0.36,0.52,2,143,3,0,0,1,0,0,1
1942,0.4,0.47,2,144,3,0,0,1,0,0,1
1945,0.73,0.93,5,162,4,0,0,1,0,1,0
1950,0.85,0.85,4,247,6,0,0,1,0,1,0
1951,0.9,0.7,5,206,4,0,0,1,0,1,0
1952,0.46,0.55,2,145,3,0,0,1,0,1,0
1955,0.09,0.81,6,257,4,0,0,1,0,1,0
1960,0.37,0.53,2,143,3,0,0,1,0,1,0
1964,0.88,0.86,5,258,5,0,0,1,0,1,0
1973,0.38,0.52,2,161,3,0,0,1,0,0,1
1984,0.4,0.49,2,160,3,0,0,1,0,1,0
1998,0.84,0.96,4,247,5,0,0,1,0,1,0
2005,0.36,0.95,3,206,4,0,0,0,0,1,0
2006,0.54,0.37,2,176,2,0,0,0,0,1,0
2007,0.99,0.91,5,136,4,0,0,0,0,1,0
2008,0.5,0.75,6,127,3,0,0,0,0,1,0
2019,0.48,0.84,4,252,3,0,0,0,0,0,1
2020,0.79,0.97,5,266,2,0,0,0,0,0,1
2026,0.56,0.86,4,201,3,1,0,0,0,0,1
2029,0.84,0.77,4,262,4,0,0,0,0,1,0
2031,0.67,0.57,2,160,4,0,0,0,0,1,0
2037,0.61,0.41,3,138,3,0,0,0,0,1,0
2042,0.71,0.92,3,202,4,0,0,0,0,1,0
2055,0.54,0.7,5,239,5,0,0,0,0,0,1
2064,0.86,0.91,4,147,3,0,0,0,0,0,1
2075,0.41,0.47,4,104,3,0,0,0,0,1,0
2104,0.17,0.73,5,258,4,0,0,0,0,0,1
2105,0.71,0.57,3,209,2,0,0,0,0,0,1
2135,0.64,0.77,3,213,3,1,0,0,0,0,1
2136,0.74,0.82,4,142,2,0,0,0,0,0,1
2149,0.68,0.46,4,143,3,0,0,0,0,1,0
2157,0.67,0.54,2,141,2,0,0,0,0,1,0
2172,0.71,0.54,4,215,3,0,0,0,0,0,1
2173,0.35,0.58,3,229,6,1,0,0,0,0,1
2183,0.22,0.53,4,244,2,0,0,0,0,0,1
2202,0.14,0.64,5,164,5,0,0,0,0,1,0
2205,0.7,0.69,3,102,4,1,0,0,0,0,1
2206,0.16,0.98,5,284,5,0,0,0,0,0,1
2207,0.51,0.69,3,145,2,1,0,0,0,0,1
2212,0.91,0.89,4,197,4,0,0,0,0,0,1
2213,0.65,0.93,4,270,2,0,0,0,0,0,1
2216,0.97,0.6,3,162,3,0,0,0,0,0,1
2217,0.56,0.97,5,163,2,0,0,0,1,0,0
2219,0.28,0.55,4,208,4,0,0,0,0,0,1
2221,0.78,0.81,4,232,3,0,0,0,0,0,1
2233,0.7,0.89,6,214,2,0,0,0,0,1,0
2244,0.72,0.56,4,176,2,0,0,0,0,0,1
2246,0.67,0.85,3,160,4,0,0,0,0,0,1
2248,0.53,0.75,4,239,2,1,0,0,0,0,1
2251,0.62,0.38,3,257,3,0,0,0,0,0,1
2261,0.83,0.54,4,259,5,0,0,0,0,0,1
2266,0.55,0.51,3,190,3,0,0,0,0,1,0
2267,0.32,0.48,5,246,3,0,0,0,0,1,0
2268,0.96,0.67,6,190,3,0,0,0,0,1,0
2278,0.78,0.99,3,151,3,1,0,0,0,1,0
2279,0.96,0.45,6,232,2,1,0,0,0,1,0
2281,0.18,0.94,3,187,6,1,0,0,0,1,0
2284,0.67,0.54,2,136,2,0,0,0,0,0,1
2286,0.56,0.64,3,260,3,0,0,0,0,0,1
2293,0.75,0.77,4,136,3,0,0,0,0,0,1
2303,0.58,0.69,4,223,4,0,0,0,0,1,0
2304,0.51,0.53,3,201,2,0,0,0,0,1,0
2313,0.98,0.77,3,134,2,1,0,0,0,1,0
2319,0.99,0.79,4,192,3,0,0,0,0,1,0
2345,0.95,0.66,4,183,3,0,0,0,0,1,0
2374,0.57,0.85,4,164,3,0,0,0,0,1,0
2388,0.72,0.51,3,235,2,0,0,0,0,1,0
2393,0.33,0.4,4,212,2,1,0,0,0,1,0
2395,0.77,0.49,4,266,2,0,0,0,0,1,0
2402,0.93,0.84,5,135,3,0,0,0,0,0,1
2406,0.84,0.75,3,187,3,1,0,0,0,0,1
2407,0.69,0.63,4,217,3,0,0,0,0,0,1
2418,0.73,0.72,4,197,3,0,0,0,0,1,0
2433,0.87,0.84,5,137,2,0,0,0,0,1,0
2434,0.65,0.75,2,151,3,0,0,0,0,1,0
2437,0.72,0.86,4,191,2,0,0,0,0,1,0
2447,0.48,0.9,4,201,4,0,0,0,0,0,1
2451,0.77,0.71,4,223,3,0,0,0,1,0,0
2454,0.72,0.79,3,149,3,0,0,0,0,0,1
2457,0.65,0.52,5,149,3,0,0,0,0,1,0
2471,0.53,0.69,4,216,2,0,0,0,0,1,0
2484,0.94,0.89,4,239,3,0,0,0,0,0,1
2488,0.6,0.5,3,274,3,0,0,0,0,0,1
2489,0.76,0.5,3,156,3,1,0,0,0,0,1
2499,0.13,0.67,3,181,4,0,0,0,0,1,0
2506,0.17,0.76,4,171,5,0,0,0,0,1,0
2511,0.5,0.78,3,228,2,0,0,0,0,1,0
2518,0.63,0.98,4,175,2,0,0,0,0,0,1
2520,0.81,0.76,4,177,3,0,0,0,0,0,1
2523,0.9,0.87,5,219,2,0,0,0,0,0,1
2524,0.65,0.67,5,128,5,0,0,0,0,0,1
2529,0.71,0.63,3,254,3,1,0,0,1,0,0
2540,0.9,0.84,2,199,3,0,0,0,0,1,0
2543,0.21,0.65,5,223,3,1,0,0,0,1,0
2555,0.56,0.94,3,226,2,0,0,0,0,1,0
2565,0.48,0.67,5,273,3,0,0,0,0,0,1
2566,0.63,0.86,4,271,3,1,0,0,0,0,1
2567,0.87,0.38,4,183,5,0,0,0,0,0,1
2568,0.21,0.9,4,271,6,0,0,0,1,0,0
2573,0.67,0.71,3,190,3,1,0,0,0,0,1
2574,0.26,0.67,2,242,6,0,0,0,0,1,0
2579,0.76,0.51,4,281,3,0,0,0,0,1,0
2591,0.21,0.61,3,173,2,0,0,0,0,1,0
2597,0.56,0.92,4,172,2,0,0,0,0,0,1
2599,0.48,0.89,5,179,3,0,0,0,0,0,1
2605,0.63,0.95,4,137,3,0,0,0,0,0,1
2629,0.93,0.88,4,177,3,0,0,0,0,1,0
2636,0.81,0.63,4,108,6,0,0,0,0,0,1
2643,0.83,0.83,4,224,4,0,0,0,0,0,1
2645,0.78,0.65,4,207,2,0,0,0,0,0,1
2663,0.54,0.94,5,229,3,1,0,0,0,1,0
2678,0.79,0.61,5,96,4,0,0,0,0,0,1
2700,0.64,0.59,3,174,3,1,0,0,0,1,0
2703,0.76,0.93,3,271,5,0,0,0,0,1,0
2708,0.49,0.77,4,218,2,0,0,0,0,1,0
2716,0.6,0.87,4,227,3,1,0,0,0,0,1
2720,0.63,0.62,4,184,4,0,0,0,0,0,1
2729,0.72,0.66,4,202,4,0,0,0,0,0,1
2730,0.91,0.89,2,219,4,0,0,0,0,1,0
2731,0.3,0.91,4,248,4,0,0,0,0,1,0
2733,0.94,0.94,3,255,3,0,0,0,0,1,0
2738,0.65,0.42,6,220,2,0,0,0,0,1,0
2739,0.56,0.81,3,145,2,0,0,0,0,1,0
2752,0.82,0.55,3,217,4,1,0,0,0,0,1
2753,0.54,0.96,3,201,3,0,0,0,0,0,1
2756,0.87,0.5,3,269,3,0,0,0,0,0,1
2767,0.4,0.47,5,108,3,0,0,0,0,0,1
2781,0.54,0.71,5,173,2,0,0,0,0,1,0
2786,0.88,0.52,4,166,2,0,0,0,0,1,0
2793,0.96,0.42,6,101,4,0,0,0,0,0,1
2794,0.13,0.89,4,249,6,1,0,0,0,0,1
2795,0.64,0.61,5,249,3,1,0,0,0,0,1
2825,0.64,0.73,3,142,3,0,0,0,0,1,0
2834,0.66,0.63,6,223,6,0,0,0,0,0,1
2842,0.73,0.88,5,204,5,0,0,0,0,1,0
2846,0.74,0.38,2,126,3,0,0,0,0,0,1
2853,0.55,0.81,4,267,5,0,0,0,0,1,0
2860,0.99,0.68,4,190,3,0,0,0,0,1,0
2865,0.58,0.76,5,260,2,1,0,0,0,1,0
2869,0.99,0.56,3,193,3,1,0,0,0,0,1
2873,0.77,0.93,5,182,4,0,0,0,0,0,1
2875,0.69,0.82,4,208,2,0,0,0,0,0,1
2880,0.65,0.84,3,154,3,0,0,0,1,0,0
2883,0.57,0.6,3,202,3,0,0,0,0,0,1
2886,0.97,0.7,3,203,3,0,0,0,0,1,0
2898,0.74,0.41,4,250,4,0,0,0,0,1,0
2900,0.88,0.67,5,260,3,1,0,0,0,1,0
2909,0.77,0.61,4,223,3,0,0,0,0,0,1
2913,0.84,0.74,3,139,3,0,0,0,0,0,1
2927,0.68,0.56,4,272,3,0,0,0,0,1,0
2932,0.22,0.44,3,166,6,0,0,0,0,1,0
