,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary_high,salary_low,salary_medium
4871,0.57,0.61,3,167,2,1,0,0,0,1,0
4931,0.51,0.93,5,232,3,0,0,0,0,0,1
5042,0.75,0.74,5,231,3,0,1,0,0,0,1
5073,1.0,0.85,3,150,3,0,0,0,0,1,0
5074,0.61,0.75,2,100,4,0,0,0,0,1,0
5092,0.97,0.87,2,175,6,0,0,0,1,0,0
5114,0.74,0.81,4,150,2,0,0,0,0,0,1
5124,0.23,0.48,5,221,6,0,0,0,0,0,1
5126,0.8,0.75,3,134,4,0,0,0,0,0,1
5171,0.93,0.6,5,170,2,0,0,0,0,0,1
5201,0.36,0.73,3,187,3,0,0,0,0,0,1
5282,0.69,0.55,4,234,2,0,0,0,0,0,1
5320,0.53,0.59,4,265,2,0,0,0,0,0,1
5419,0.74,0.93,3,204,4,0,0,0,0,1,0
5424,1.0,0.98,3,177,2,0,0,0,0,1,0
5426,0.77,0.89,3,142,3,0,0,0,0,1,0
5478,0.98,0.92,3,254,3,0,0,0,1,0,0
5482,0.41,0.57,3,193,3,1,0,0,0,0,1
5547,0.48,0.8,5,235,2,0,0,0,0,0,1
5574,0.22,0.65,6,212,4,0,0,0,0,0,1
5594,0.37,0.45,6,100,5,1,0,0,0,0,1
5637,0.49,0.48,2,186,2,0,0,0,0,0,1
5652,0.24,0.96,3,174,6,0,0,0,0,1,0
5656,0.72,0.71,5,248,2,0,0,0,0,1,0
5684,0.7,0.48,4,229,2,0,0,0,1,0,0
5699,0.92,0.53,3,253,3,0,0,0,0,1,0
5711,0.68,0.96,4,255,3,0,0,0,0,0,1
5785,0.44,0.97,4,240,5,1,0,0,0,0,1
5795,0.15,0.52,4,207,4,0,0,0,0,0,1
5832,0.7,0.79,6,145,3,0,0,0,0,0,1
5858,0.78,0.63,3,192,2,0,0,0,0,0,1
5909,0.28,0.83,4,206,5,0,0,0,0,0,1
5930,0.65,0.95,3,266,3,1,0,0,0,1,0
5955,0.7,0.98,3,215,2,0,0,0,0,1,0
5959,0.61,0.71,3,216,4,0,0,0,0,0,1
6037,0.67,1.0,3,201,4,0,0,0,0,0,1
6050,0.53,0.74,5,181,2,0,0,0,0,0,1
6059,0.7,0.93,3,185,4,0,0,0,0,0,1
6076,0.35,0.54,2,124,3,0,0,0,0,1,0
6140,0.98,0.77,4,184,3,0,0,0,0,0,1
6165,0.27,0.39,4,193,4,0,0,0,0,0,1
6241,0.84,0.68,4,151,2,0,0,0,0,1,0
6269,0.49,0.69,4,270,3,0,0,0,0,1,0
6272,0.57,0.78,3,162,2,0,0,0,0,1,0
6288,0.81,0.88,4,149,3,0,0,0,0,0,1
6296,0.77,0.68,5,162,4,1,0,0,0,0,1
6316,0.78,0.5,4,155,4,0,0,0,0,1,0
6355,0.62,0.73,3,158,3,1,0,0,0,1,0
6385,0.62,0.57,3,223,3,1,0,0,0,1,0
6388,0.77,0.64,4,192,3,0,0,0,0,1,0
6503,0.59,0.57,4,197,2,0,0,0,0,0,1
6623,0.52,0.66,5,184,3,0,0,0,0,1,0
6624,0.95,0.73,4,238,3,1,0,0,0,1,0
6665,0.52,0.86,6,103,4,0,0,0,0,1,0
6676,0.52,0.53,5,182,2,0,0,0,0,0,1
6723,0.65,0.96,5,226,2,1,0,0,0,0,1
6730,0.17,0.49,4,286,5,1,0,0,0,1,0
6776,0.55,0.71,3,211,2,0,0,0,0,1,0
6877,0.74,0.94,4,255,4,0,0,0,0,0,1
6910,0.88,1.0,3,125,3,0,0,0,0,0,1
6936,0.63,0.73,3,272,2,0,0,0,0,1,0
6939,1.0,0.87,3,274,3,0,0,0,0,0,1
6942,0.79,0.81,4,203,3,0,0,0,0,0,1
7006,0.44,0.39,2,188,3,0,0,0,0,1,0
7041,0.59,0.82,4,203,4,1,0,0,0,1,0
7067,0.91,0.7,4,134,2,0,0,0,0,0,1
7070,0.87,0.54,3,268,3,0,0,0,0,0,1
7169,0.21,0.98,6,208,5,1,0,0,0,1,0
7183,0.91,0.58,3,257,3,0,0,0,0,0,1
7248,0.57,0.75,5,252,3,0,0,0,0,0,1
7256,0.93,0.87,4,218,4,0,0,0,0,0,1
7272,0.54,0.91,2,156,3,0,0,0,0,1,0
7288,0.71,0.43,2,100,6,0,0,0,0,0,1
7360,0.73,0.91,3,135,2,0,0,0,0,0,1
7372,0.44,0.69,2,173,2,0,0,0,0,0,1
7395,0.63,0.83,4,243,4,0,0,0,0,1,0
7398,0.96,0.76,4,158,3,0,0,0,0,1,0
7466,0.57,0.42,2,248,4,0,0,0,0,0,1
7469,0.52,0.41,3,283,3,0,0,0,0,1,0
7470,0.77,0.7,3,145,2,0,0,0,0,1,0
7538,0.69,0.64,3,286,3,0,0,0,0,0,1
7598,0.72,0.73,5,184,4,1,0,0,0,1,0
7630,0.55,0.89,4,209,3,0,0,0,0,1,0
7651,0.2,0.58,5,199,4,0,0,0,0,1,0
7665,0.46,0.47,6,101,5,0,0,0,0,1,0
7775,0.67,0.94,2,192,3,0,0,0,0,1,0
7793,0.89,0.73,3,274,2,0,0,0,0,0,1
7797,0.61,0.89,2,287,4,0,0,0,0,0,1
7865,0.85,0.69,4,216,4,0,0,0,0,1,0
7932,0.17,0.85,3,234,3,0,0,0,0,1,0
7937,0.49,0.99,4,258,3,1,0,0,0,1,0
7999,0.85,0.55,3,226,4,0,0,0,0,1,0
8144,0.62,0.55,4,218,3,0,0,0,0,0,1
8322,0.55,0.75,4,166,2,0,0,0,0,1,0
8326,0.6,0.69,6,250,5,1,0,0,0,1,0
8354,0.5,0.7,3,159,3,0,0,0,0,1,0
8390,0.69,0.92,5,220,2,0,0,0,0,0,1
8459,0.83,0.75,3,262,3,0,0,0,0,0,1
8487,0.77,0.87,3,207,4,1,0,0,0,1,0
8510,0.72,0.95,4,230,3,0,0,0,0,1,0
8516,0.67,0.64,4,149,4,0,0,0,0,1,0
8522,0.31,0.53,2,146,3,1,0,0,0,1,0
8526,0.89,0.58,3,272,2,0,0,0,0,1,0
8532,0.85,0.88,3,198,4,1,0,0,0,0,1
8608,0.67,0.8,4,190,4,0,0,0,0,0,1
8622,0.46,0.63,2,177,6,0,0,0,0,0,1
8639,0.58,0.96,5,143,2,0,0,0,0,1,0
8646,0.51,0.73,4,174,3,0,0,0,0,0,1
8671,0.58,0.94,4,225,2,0,0,0,0,1,0
8733,0.74,0.58,3,220,2,0,0,0,1,0,0
8755,0.95,0.51,3,224,4,0,0,0,0,0,1
8797,0.52,0.63,3,171,2,0,0,0,0,1,0
8826,0.59,0.67,2,168,3,0,0,0,0,1,0
8843,0.8,0.57,3,162,2,0,0,0,0,0,1
8863,0.65,0.66,3,164,2,0,0,0,0,1,0
8922,0.76,0.77,3,254,3,0,0,0,0,0,1
8951,0.84,0.4,4,246,3,0,0,0,0,1,0
9018,0.94,0.61,4,199,3,0,0,0,0,1,0
9032,0.43,0.38,2,278,3,1,0,0,0,1,0
9047,0.77,0.79,3,273,2,0,0,0,0,0,1
9051,0.27,0.6,6,205,5,1,0,0,0,1,0
9052,0.89,0.65,3,208,2,0,0,0,0,1,0
9058,0.78,0.84,4,173,3,0,0,0,0,1,0
9067,0.49,0.78,5,137,3,1,0,0,0,1,0
9070,0.9,0.83,3,151,3,0,0,0,0,1,0
9126,0.64,0.91,4,150,3,0,0,0,0,1,0
9153,0.41,0.45,3,236,2,0,0,0,0,0,1
9189,0.97,0.55,4,258,3,0,0,0,0,0,1
9234,0.99,0.58,2,166,3,0,0,0,0,0,1
9266,0.76,0.55,4,163,2,1,0,0,0,0,1
9277,0.64,0.81,3,225,3,1,0,0,0,1,0
9345,0.78,0.66,4,156,3,1,0,0,0,1,0
9355,0.7,0.66,4,168,3,0,0,0,0,1,0
9369,0.77,0.51,4,141,3,1,0,0,0,1,0
9372,0.22,0.74,5,178,5,0,0,0,0,1,0
9374,0.99,0.99,3,228,4,0,0,0,0,1,0
9376,0.6,0.91,4,185,3,1,0,0,0,1,0
9435,0.52,0.8,5,209,2,0,0,0,0,1,0
9483,0.36,0.78,6,151,3,0,0,0,0,1,0
9515,0.54,0.46,2,98,4,0,0,0,0,1,0
9670,0.34,0.62,2,257,6,1,0,0,0,1,0
9728,0.13,0.94,4,213,5,1,0,0,0,1,0
9764,0.66,0.89,3,242,3,0,0,0,0,0,1
9770,0.79,0.74,2,158,3,0,0,0,0,0,1
9802,0.84,0.56,3,266,3,0,0,0,1,0,0
9833,0.24,0.71,3,187,5,0,0,0,0,1,0
9867,0.54,0.79,3,211,3,0,0,0,0,0,1
9940,0.76,0.76,3,197,2,0,0,0,0,0,1
9955,0.55,0.81,5,229,3,0,0,0,0,1,0
10001,0.27,0.61,3,213,6,0,0,0,0,1,0
10015,0.75,0.95,3,268,3,1,0,0,0,1,0
10033,0.6,0.98,5,213,3,0,0,0,0,1,0
10081,0.73,0.67,3,208,4,0,0,0,0,0,1
10088,0.81,0.77,4,239,3,0,0,0,0,0,1
10105,0.48,0.99,5,180,2,0,0,0,0,1,0
10112,0.17,0.77,4,151,6,0,0,0,0,1,0
10127,0.89,0.85,3,166,3,0,0,0,0,0,1
10161,0.86,0.9,3,158,2,0,0,0,0,0,1
10214,0.23,0.51,5,139,6,0,0,0,0,1,0
10245,0.79,0.56,4,177,3,0,0,0,1,0,0
10300,0.72,0.72,5,265,3,0,0,0,1,0,0
10302,0.69,0.66,4,178,3,0,0,0,0,1,0
10385,0.99,0.5,4,173,3,0,0,0,0,1,0
10408,1.0,0.88,4,252,4,0,0,0,0,1,0
10423,0.86,0.61,4,181,4,0,0,0,0,1,0
10424,0.75,0.62,5,144,3,0,0,0,0,1,0
10443,0.75,0.71,5,147,4,1,0,0,0,0,1
10487,0.56,0.69,5,198,3,0,0,0,0,1,0
10489,0.55,0.64,4,260,3,0,0,0,0,1,0
10514,0.25,0.53,4,160,4,0,0,0,0,0,1
10566,0.72,0.71,3,133,2,0,0,0,0,1,0
10577,0.16,0.73,4,197,2,0,0,0,0,1,0
10750,0.41,0.63,2,145,2,0,0,0,0,1,0
10803,0.5,0.75,3,204,2,0,0,0,1,0,0
10820,0.48,0.58,3,194,3,0,0,0,0,0,1
10846,0.48,0.51,3,136,3,0,0,0,0,1,0
10883,0.48,0.86,5,198,4,0,0,0,0,1,0
10978,0.81,0.55,3,199,2,1,0,0,0,0,1
10988,0.32,0.86,4,266,4,0,0,0,0,1,0
10994,0.61,0.86,3,239,3,0,0,0,0,1,0
11033,0.75,0.61,3,263,3,0,0,0,0,1,0
11067,0.51,0.62,4,185,3,0,0,0,0,1,0
11088,0.59,0.73,3,172,6,0,0,0,0,0,1
11185,0.57,0.46,2,100,6,1,1,0,0,0,1
11197,0.5,0.48,4,130,10,0,0,0,1,0,0
11252,0.76,0.45,4,147,2,0,0,0,0,0,1
11262,0.98,0.67,3,190,10,0,0,0,0,0,1
11281,0.87,0.88,4,140,8,0,0,0,0,0,1
11325,0.53,0.37,3,180,3,0,0,0,0,0,1
11420,0.78,0.43,4,275,3,0,0,0,0,1,0
11479,0.51,0.8,5,268,3,0,0,0,0,0,1
11507,0.93,0.74,5,248,8,1,0,0,0,1,0
11508,0.55,0.52,4,168,8,0,0,0,0,1,0
11515,0.93,0.87,4,139,8,0,0,0,0,0,1
11524,0.81,0.47,4,153,7,0,0,0,0,1,0
11666,0.98,0.99,4,261,10,1,0,0,0,1,0
11699,0.5,0.83,5,258,2,0,0,0,0,1,0
11741,0.72,0.59,5,200,8,1,0,0,0,1,0
11743,0.79,0.86,5,238,8,0,0,0,0,1,0
11779,0.79,0.61,4,173,2,0,0,0,0,1,0
11794,0.61,0.89,4,242,2,0,0,0,0,0,1
11801,0.9,0.56,3,151,3,0,0,0,0,0,1
11845,0.63,0.7,5,160,3,0,0,0,1,0,0
11886,0.86,0.62,4,186,3,0,0,0,0,1,0
11904,0.16,0.68,5,149,7,1,0,0,0,0,1
11927,0.58,0.76,4,197,5,0,0,0,0,1,0
11943,0.85,0.72,3,245,10,0,0,0,0,0,1
11947,0.85,0.9,3,245,3,0,0,0,0,0,1
11982,0.73,0.67,2,139,8,0,0,0,0,0,1
11984,0.52,0.61,4,187,4,1,0,0,0,0,1
12003,0.72,0.87,5,223,5,0,0,1,0,1,0
12070,0.74,0.99,2,277,3,0,0,1,0,0,1
12101,0.36,0.52,2,147,3,0,0,1,0,0,1
12115,0.37,0.48,2,137,3,0,0,1,0,0,1
12134,0.36,0.5,2,132,3,0,0,1,0,1,0
12188,0.37,0.55,2,152,3,0,0,1,0,0,1
12255,0.44,0.45,2,156,3,0,0,1,0,0,1
12293,0.11,0.91,6,308,4,1,0,1,0,1,0
12304,0.89,0.87,5,255,5,0,0,1,0,0,1
12308,0.41,0.48,2,145,3,0,0,1,0,0,1
12322,0.61,0.47,2,253,3,0,0,1,0,1,0
12360,0.1,0.87,6,290,4,0,0,1,0,1,0
12450,0.81,0.9,4,226,5,0,0,1,0,0,1
12453,0.37,0.54,2,145,3,0,0,1,0,0,1
12502,0.11,0.87,7,282,5,0,0,1,0,1,0
12550,0.11,0.96,6,298,4,0,0,1,0,1,0
12597,0.11,0.9,6,263,4,0,0,1,0,1,0
12621,0.1,0.86,6,247,4,0,0,1,0,0,1
12626,0.44,0.49,2,145,3,0,0,1,0,1,0
12715,0.36,0.45,2,127,3,0,0,1,0,1,0
12726,0.45,0.46,2,153,3,1,0,1,0,0,1
12784,0.2,0.69,6,236,4,0,0,0,0,1,0
12785,0.97,0.78,3,268,3,1,0,0,0,1,0
12797,0.9,0.93,4,263,3,1,0,0,0,0,1
12883,0.87,0.97,4,243,3,0,0,0,1,0,0
12895,0.44,0.61,5,230,6,0,0,0,0,1,0
12912,0.22,0.61,3,148,5,0,0,0,0,0,1
12924,0.65,0.89,5,223,3,1,0,0,0,0,1
13003,0.61,0.42,3,104,2,0,0,0,0,0,1
13012,0.9,0.77,4,273,2,0,0,0,0,1,0
13100,0.76,0.57,3,148,3,1,0,0,0,1,0
13145,0.75,0.63,4,209,3,0,1,0,0,0,1
13150,0.52,0.63,3,233,3,0,1,0,0,0,1
13173,0.65,0.79,5,233,3,0,0,0,0,1,0
13215,0.83,0.91,3,155,3,0,0,0,0,1,0
13224,0.51,0.8,4,198,6,0,0,0,0,0,1
13240,0.52,0.59,5,150,2,0,0,0,0,1,0
13280,0.14,0.56,5,259,4,1,0,0,0,1,0
13386,0.57,0.39,4,132,3,0,0,0,1,0,0
13456,0.48,0.81,4,149,2,0,0,0,0,0,1
13534,0.84,0.56,5,224,2,0,0,0,0,0,1
13540,1.0,0.74,2,187,3,0,0,0,0,0,1
13573,0.43,0.65,4,124,2,0,0,0,0,0,1
13607,0.63,0.48,4,180,4,0,0,0,1,0,0
13610,0.51,0.97,4,258,2,0,0,0,0,0,1
13675,0.49,0.66,3,155,3,0,1,0,0,1,0
13680,0.91,0.8,5,169,4,0,0,0,0,1,0
13704,0.51,0.64,3,203,3,0,0,0,0,1,0
13728,0.49,0.54,4,215,4,0,0,0,0,0,1
13777,0.57,0.55,4,177,8,0,0,0,0,1,0
13835,0.77,0.48,5,262,7,0,0,0,0,0,1
13875,0.89,0.59,3,265,8,0,0,0,0,1,0
13880,0.69,0.43,5,113,8,0,0,0,0,0,1
13891,0.59,0.69,3,200,3,0,0,0,0,1,0
14009,0.61,0.42,3,145,4,0,1,0,0,0,1
14010,0.72,0.71,4,256,3,0,1,0,0,0,1
14046,0.16,0.93,6,218,6,1,0,0,1,0,0
14059,0.82,0.69,3,250,3,0,0,0,0,1,0
14073,0.92,1.0,4,261,4,0,0,0,0,0,1
14081,0.86,0.71,5,273,3,0,0,0,0,0,1
14132,0.65,0.61,5,167,8,0,0,0,0,1,0
14194,0.67,0.49,5,241,8,0,0,0,0,0,1
14238,0.4,0.49,2,135,3,0,0,1,0,1,0
14283,0.45,0.49,2,149,3,0,0,1,1,0,0
14292,0.38,0.49,2,151,3,0,0,1,0,1,0
14300,0.1,0.79,6,291,4,0,0,1,0,1,0
14370,0.45,0.45,2,132,3,0,0,1,0,1,0
14393,0.89,0.99,5,257,5,0,0,1,0,0,1
14411,0.9,0.82,5,259,5,0,0,1,0,1,0
14473,0.44,0.56,2,131,3,0,0,1,0,0,1
14584,0.36,0.57,2,142,3,0,0,1,0,0,1
14598,0.1,0.97,6,247,4,0,0,1,0,0,1
14603,0.84,1.0,4,261,5,0,0,1,0,1,0
14642,0.41,0.57,2,160,3,0,0,1,0,1,0
14644,0.87,0.84,4,264,6,0,0,1,0,1,0
14677,0.37,0.48,2,134,3,0,0,1,0,0,1
14686,0.45,0.57,2,134,3,0,0,1,0,1,0
14702,0.39,0.51,2,151,3,0,0,1,0,0,1
14721,0.44,0.48,2,146,3,0,0,1,0,1,0
14735,0.75,0.99,5,221,5,0,0,1,0,1,0
14805,0.1,0.77,6,255,4,0,0,1,0,1,0
14822,0.39,0.53,2,127,3,0,0,1,0,0,1
14879,0.41,0.49,2,147,3,0,0,1,0,1,0
14984,0.4,0.56,2,148,3,0,0,1,0,0,1
