,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary_high,salary_low,salary_medium
2049,0.58,0.55,4,202,3,0,0,0,0,0,1
2054,0.85,0.6,3,182,3,0,0,0,0,0,1
2072,0.97,0.83,4,202,3,0,0,0,0,1,0
2086,0.12,0.87,4,244,5,0,0,0,0,1,0
2098,0.76,0.74,5,132,3,0,0,0,0,0,1
2142,0.91,0.56,4,270,2,0,0,0,0,0,1
2177,0.17,0.92,4,189,2,0,0,0,0,0,1
2183,0.22,0.53,4,244,2,0,0,0,0,0,1
2185,0.73,0.79,4,145,2,1,0,0,0,1,0
2222,0.26,0.63,6,100,4,0,0,0,0,0,1
2224,0.25,0.41,3,133,6,1,0,0,0,1,0
2226,0.71,0.57,2,183,4,0,0,0,0,1,0
2230,0.93,0.8,4,248,3,0,0,0,0,1,0
2243,0.92,0.49,3,240,2,0,0,0,0,1,0
2262,0.61,0.39,3,99,2,0,0,0,0,1,0
2270,0.8,0.9,4,136,3,0,0,0,0,1,0
2274,0.92,0.92,3,159,3,0,0,0,0,1,0
2286,0.56,0.64,3,260,3,0,0,0,0,0,1
2297,0.98,0.74,3,164,3,0,0,0,0,0,1
2300,0.51,0.41,6,106,5,0,0,0,0,0,1
2305,0.91,0.55,6,97,4,0,0,0,0,1,0
2337,0.57,0.48,4,161,3,0,0,0,0,0,1
2345,0.95,0.66,4,183,3,0,0,0,0,1,0
2346,0.59,0.43,3,173,3,0,0,0,0,1,0
2353,0.89,0.83,3,164,3,0,0,0,0,1,0
2354,0.79,0.74,5,172,2,0,0,0,0,1,0
2378,0.67,0.64,4,190,2,0,0,0,0,0,1
2379,0.97,0.97,5,192,2,0,0,0,0,1,0
2389,0.93,0.63,3,160,4,1,0,0,0,1,0
2402,0.93,0.84,5,135,3,0,0,0,0,0,1
2445,0.77,0.83,4,231,2,0,0,0,0,0,1
2455,0.47,0.57,3,162,3,1,0,0,0,0,1
2465,0.14,0.52,4,217,6,0,0,0,0,1,0
2468,0.91,0.76,5,152,3,0,0,0,0,1,0
2511,0.5,0.78,3,228,2,0,0,0,0,1,0
2518,0.63,0.98,4,175,2,0,0,0,0,0,1
2520,0.81,0.76,4,177,3,0,0,0,0,0,1
2534,0.62,0.87,5,149,3,0,0,0,0,0,1
2547,0.94,0.91,5,254,3,0,0,0,0,1,0
2553,0.51,0.51,4,204,2,0,0,0,0,1,0
2555,0.56,0.94,3,226,2,0,0,0,0,1,0
2573,0.67,0.71,3,190,3,1,0,0,0,0,1
2661,0.96,0.72,3,272,3,0,0,0,0,1,0
2667,0.53,0.87,3,151,2,0,0,0,0,1,0
2673,0.68,0.7,5,168,2,0,0,0,0,0,1
2688,0.83,0.55,5,261,5,0,0,0,0,0,1
2693,0.73,0.58,5,230,3,0,0,0,0,1,0
2717,0.74,0.69,3,230,2,0,0,0,0,0,1
2734,0.82,0.63,5,177,3,0,0,0,0,1,0
2735,0.66,0.86,5,185,3,0,0,0,0,1,0
2748,0.2,0.74,6,148,4,0,0,0,0,1,0
2752,0.82,0.55,3,217,4,1,0,0,0,0,1
2754,0.53,0.81,3,253,3,0,0,0,0,0,1
2774,0.88,0.63,3,257,3,0,0,0,0,1,0
2776,0.52,0.72,3,253,3,0,0,0,0,1,0
2778,0.55,0.9,4,199,3,0,0,0,0,1,0
2823,0.75,0.89,3,196,3,0,0,0,0,1,0
2846,0.74,0.38,2,126,3,0,0,0,0,0,1
2863,0.77,0.67,3,186,2,0,0,0,0,1,0
2931,0.42,0.73,4,208,5,0,0,0,0,1,0
2939,0.54,0.64,2,219,3,0,0,0,0,1,0
2995,0.5,0.59,4,192,2,0,0,0,0,0,1
3017,0.98,0.78,4,155,3,1,0,0,0,1,0
3019,0.62,0.79,4,216,2,1,0,0,0,1,0
3030,0.59,0.65,5,161,2,0,0,0,0,0,1
3032,0.93,0.94,4,188,3,0,0,0,0,0,1
3046,0.66,0.81,4,148,4,0,0,0,0,1,0
3053,0.54,0.72,3,172,2,0,0,0,0,1,0
3064,0.95,0.66,4,168,2,0,0,0,0,0,1
3091,0.49,0.58,3,136,4,1,0,0,0,1,0
3133,0.35,0.69,3,141,2,1,0,0,0,1,0
3150,0.88,0.74,5,245,2,0,0,0,0,0,1
3152,0.83,0.98,3,159,2,0,0,0,0,0,1
3169,0.72,0.82,5,287,3,0,0,0,0,0,1
3215,0.34,0.63,5,248,3,0,0,0,0,1,0
3233,0.57,0.87,4,148,3,0,0,0,1,0,0
3248,0.76,0.62,3,150,2,1,0,0,0,0,1
3258,0.48,0.61,3,223,3,1,0,0,0,0,1
3260,0.58,0.76,3,220,3,0,0,0,0,0,1
3313,0.53,0.73,4,227,3,0,0,0,0,0,1
3317,0.68,0.99,3,247,2,1,0,0,0,1,0
3352,0.94,0.88,4,270,3,0,0,0,0,0,1
3374,0.72,0.51,3,254,2,0,0,0,0,1,0
3381,0.55,0.69,3,225,2,0,0,0,0,0,1
3388,1.0,0.66,4,238,4,0,0,0,0,1,0
3401,0.72,0.84,4,195,2,0,0,0,0,1,0
3402,0.55,0.79,3,162,2,0,0,0,0,1,0
3405,0.69,0.96,3,210,3,0,0,0,0,1,0
3413,0.85,0.97,3,256,3,0,0,0,0,1,0
3417,0.71,0.69,2,172,3,0,0,0,0,0,1
3424,0.71,0.56,4,238,4,0,0,0,0,0,1
3437,0.92,0.82,3,185,3,0,0,0,0,1,0
3447,0.58,0.72,5,234,3,1,0,0,0,1,0
3507,0.79,0.67,3,264,2,0,0,0,0,0,1
3519,0.64,0.86,5,274,2,1,0,0,0,1,0
3531,0.9,0.74,4,218,2,1,0,0,0,0,1
3535,0.96,0.5,3,234,2,1,0,0,0,0,1
3546,0.29,0.81,3,189,6,0,0,0,0,1,0
3547,0.43,0.85,6,168,2,0,0,0,0,1,0
3557,0.82,0.71,4,164,4,0,0,0,0,1,0
3563,0.85,0.89,4,251,2,0,0,0,0,1,0
3586,0.84,0.85,4,246,2,0,0,0,0,1,0
3597,0.62,0.42,2,124,2,0,0,0,0,1,0
3625,0.59,0.9,3,245,3,1,0,0,0,1,0
3637,0.55,0.41,4,132,5,1,0,0,0,0,1
3656,0.87,0.59,5,261,3,0,0,0,0,0,1
3661,0.78,0.79,5,233,3,1,0,0,1,0,0
3662,0.36,0.42,3,206,5,0,0,0,1,0,0
3690,0.77,0.76,3,201,4,0,0,0,0,0,1
3710,0.34,0.46,2,169,2,1,0,0,0,1,0
3731,0.95,0.49,4,229,3,0,0,0,0,0,1
3739,0.51,0.5,3,147,4,0,0,0,0,0,1
3742,0.69,0.84,3,253,2,0,0,0,0,0,1
3765,0.94,0.57,4,251,2,1,0,0,0,0,1
3787,0.85,0.9,3,184,3,1,0,0,0,1,0
3788,0.76,0.56,3,216,3,0,0,0,0,1,0
3807,0.65,0.37,5,128,3,1,0,0,0,0,1
3811,0.95,0.61,3,164,3,0,0,0,0,0,1
3821,0.87,0.74,4,265,4,0,0,0,0,0,1
3846,0.79,0.71,4,271,3,0,0,0,0,0,1
3850,0.76,0.81,3,225,3,0,0,0,0,0,1
3900,0.85,0.55,3,137,3,1,0,0,0,1,0
3912,0.44,0.57,5,183,2,1,0,0,0,1,0
3913,0.19,0.86,4,192,4,0,0,0,0,1,0
3944,0.78,0.91,5,150,4,0,0,0,0,1,0
3962,0.64,0.5,6,254,6,0,0,0,0,0,1
3988,0.72,0.51,3,146,2,1,0,0,0,1,0
4010,0.58,0.67,2,180,2,0,0,0,0,0,1
4064,0.61,0.64,4,201,3,0,0,0,0,1,0
4073,0.5,0.56,3,164,3,0,0,0,0,0,1
4081,0.74,0.5,4,265,3,0,0,0,0,0,1
4109,0.84,0.48,4,269,2,0,0,0,0,0,1
4112,0.88,0.98,3,160,2,0,0,0,0,0,1
4131,0.95,0.59,2,154,4,0,0,0,1,0,0
4155,0.75,0.5,4,98,4,0,0,0,0,0,1
4156,0.74,0.67,5,140,3,0,0,0,0,0,1
4164,0.87,0.89,4,219,4,0,0,0,1,0,0
4180,0.7,0.85,3,188,2,0,0,0,0,0,1
4184,0.5,0.69,5,172,2,0,0,0,0,0,1
4223,0.16,0.51,3,262,6,0,0,0,0,1,0
4253,0.92,0.53,2,261,4,0,0,0,0,1,0
4268,0.96,0.9,3,161,3,0,0,0,0,0,1
4274,0.59,0.79,4,181,3,0,0,0,0,0,1
4288,0.53,0.72,3,228,3,0,0,0,0,0,1
4308,0.7,0.87,5,239,3,0,0,0,0,0,1
4319,0.51,0.95,4,201,3,0,0,0,0,0,1
4351,0.83,0.8,4,158,4,0,0,0,0,0,1
4375,0.72,0.93,4,174,2,0,0,0,0,1,0
4384,0.48,0.77,3,197,3,0,0,0,0,0,1
4413,0.6,0.65,4,160,2,0,0,0,0,1,0
4419,0.83,0.53,3,232,3,1,0,0,0,1,0
4424,0.88,0.71,4,250,3,0,0,0,0,0,1
4430,0.51,0.58,4,272,3,0,0,0,0,0,1
4438,0.72,0.72,3,217,2,0,0,0,0,0,1
4451,0.87,0.68,5,187,3,0,0,0,0,1,0
4453,0.41,0.86,6,215,5,0,0,0,0,1,0
4459,0.69,0.82,4,273,4,0,0,0,0,0,1
4467,0.89,0.78,3,185,2,1,0,0,0,0,1
4478,0.79,0.86,3,139,3,0,0,0,0,1,0
4485,0.88,0.59,4,142,3,0,0,0,0,1,0
4525,0.91,0.49,6,272,6,0,0,0,0,1,0
4539,0.85,0.51,3,261,4,0,1,0,0,0,1
4543,0.76,0.52,2,229,3,0,1,0,0,0,1
4566,0.32,0.77,6,112,4,0,0,0,0,0,1
4567,0.66,0.81,2,201,3,0,0,0,0,0,1
4577,0.5,0.48,3,246,3,0,0,0,0,0,1
4581,0.52,0.91,4,187,2,0,0,0,0,0,1
4600,0.71,0.68,4,228,2,0,0,0,0,1,0
4606,0.82,0.68,3,140,2,0,0,0,0,1,0
4610,0.89,0.98,3,220,3,0,0,0,0,1,0
4623,0.39,0.99,6,235,6,0,0,0,0,0,1
4667,0.62,0.87,6,169,2,1,0,0,0,0,1
4703,0.85,0.86,3,231,3,0,0,0,0,0,1
4716,0.8,0.79,4,168,3,0,0,0,0,1,0
4724,1.0,0.73,3,245,2,1,0,0,0,1,0
4734,0.97,0.61,4,167,3,0,1,0,1,0,0
4739,0.48,0.53,3,113,4,0,0,0,0,0,1
4780,0.88,0.77,4,168,4,0,0,0,0,0,1
4810,0.78,0.87,4,264,3,0,0,0,0,0,1
4817,0.41,0.68,4,273,3,0,0,0,0,0,1
4820,0.67,0.83,4,195,3,0,0,0,0,0,1
4859,0.92,0.49,5,259,3,1,0,0,0,0,1
4861,0.52,0.91,5,193,2,0,0,0,0,1,0
4879,0.43,0.62,2,180,3,0,0,0,0,1,0
4901,0.9,0.78,4,225,2,1,0,0,0,0,1
4907,0.62,0.49,3,158,2,0,0,0,0,1,0
4939,0.69,0.59,3,233,3,0,0,0,0,0,1
4976,0.73,0.53,3,205,2,0,0,0,0,0,1
4992,0.55,0.91,4,187,4,1,0,0,0,1,0
4995,0.67,0.55,5,193,3,0,0,0,0,1,0
5011,0.52,0.54,5,239,3,0,0,0,0,0,1
5014,0.92,1.0,3,212,2,0,0,0,0,1,0
5030,0.62,0.69,3,261,2,0,0,0,0,0,1
5039,0.56,0.59,4,164,3,0,1,0,0,0,1
5098,0.17,0.82,5,193,5,0,0,0,1,0,0
5115,0.78,0.45,3,253,6,0,1,0,0,0,1
5129,0.6,0.92,4,164,4,0,0,0,0,0,1
5135,0.61,0.92,3,222,4,0,0,0,0,0,1
5144,0.4,0.85,4,198,2,0,0,0,0,1,0
5152,0.73,0.86,4,133,3,0,0,0,1,0,0
5161,0.85,0.49,4,142,3,0,0,0,0,0,1
5166,0.79,0.9,3,152,4,0,0,0,0,0,1
5192,0.73,0.88,4,236,3,1,0,0,0,1,0
5197,0.79,0.59,2,157,6,0,0,0,1,0,0
5206,0.89,0.89,4,265,2,0,0,0,0,0,1
5224,0.7,0.63,3,209,3,0,0,0,0,1,0
5282,0.69,0.55,4,234,2,0,0,0,0,0,1
5285,0.57,0.39,3,193,6,0,0,0,0,0,1
5290,0.59,0.94,4,136,2,0,0,0,0,0,1
5302,0.92,0.78,3,218,3,0,0,0,0,1,0
5313,0.55,0.58,5,262,3,0,0,0,0,0,1
5314,0.18,0.6,3,130,2,1,0,0,0,0,1
5325,0.79,0.54,4,244,3,0,0,0,1,0,0
5329,0.81,0.59,2,236,3,0,0,0,0,0,1
5333,0.96,0.98,5,248,3,0,0,0,0,1,0
5365,0.8,0.52,3,253,2,1,0,0,0,1,0
5367,0.92,0.58,3,261,3,1,0,0,0,0,1
5407,0.49,0.74,3,229,3,1,0,0,0,1,0
5421,0.97,0.91,3,246,2,0,0,0,0,1,0
5422,0.92,0.91,3,250,4,0,0,0,0,1,0
5443,0.62,0.74,4,173,2,0,0,0,0,0,1
5471,0.86,0.92,3,180,2,0,0,0,0,0,1
5477,0.57,0.75,3,159,2,0,0,0,0,0,1
5493,0.89,0.39,6,190,3,1,0,0,0,0,1
5504,0.99,0.77,4,184,3,0,0,0,0,0,1
5543,0.77,0.83,3,204,3,0,0,0,0,1,0
5553,0.85,0.41,2,229,6,0,0,0,0,0,1
5554,0.52,0.9,5,176,3,0,0,0,0,0,1
5559,0.74,0.54,3,175,3,1,0,0,1,0,0
5564,0.85,0.96,3,211,2,0,0,0,0,1,0
5569,0.88,0.69,3,248,4,0,0,0,0,1,0
5594,0.37,0.45,6,100,5,1,0,0,0,0,1
5626,0.66,0.94,4,198,3,1,0,0,0,0,1
5674,0.87,0.76,4,218,2,0,0,0,0,1,0
5689,0.21,0.58,5,197,4,0,0,0,0,1,0
5715,0.77,0.87,5,257,2,0,0,0,0,0,1
5732,0.67,0.89,2,173,3,0,0,0,0,1,0
5736,0.72,0.89,3,221,3,0,0,0,0,1,0
5745,0.44,0.38,3,197,2,0,0,0,0,0,1
5770,0.73,0.95,3,258,3,0,0,0,0,1,0
5860,0.9,0.62,5,236,6,0,0,0,0,0,1
5879,0.74,0.56,3,203,3,0,0,0,0,1,0
5891,0.74,0.89,4,149,2,0,0,0,0,1,0
5956,0.74,0.86,4,221,2,1,0,0,0,1,0
5970,0.61,0.83,5,236,2,0,0,0,0,0,1
5977,0.85,0.49,3,258,3,0,0,0,0,0,1
5978,0.56,0.83,5,275,2,0,0,0,0,0,1
6003,0.64,0.55,3,147,2,0,0,0,0,1,0
6027,0.2,0.47,4,230,4,0,0,0,1,0,0
6038,0.53,0.62,3,185,3,0,0,0,0,0,1
6052,0.85,0.69,3,194,4,0,0,0,0,0,1
6055,0.35,0.67,2,171,3,0,0,0,0,0,1
6090,0.54,0.75,4,199,2,0,0,0,0,0,1
6101,0.76,0.77,5,257,3,0,0,0,0,0,1
6103,1.0,0.8,3,223,3,0,0,0,0,0,1
6118,0.15,0.87,4,194,4,0,0,0,0,1,0
6122,0.45,0.45,4,168,2,0,0,0,0,1,0
6124,0.52,0.62,3,179,3,0,0,0,1,0,0
6125,0.79,0.48,5,200,3,0,0,0,0,1,0
6133,0.59,0.58,2,267,3,0,0,0,0,0,1
6135,0.68,0.83,3,144,2,0,0,0,0,0,1
6136,0.52,0.72,2,247,4,0,0,0,0,0,1
6145,0.86,0.85,3,254,3,0,0,0,0,0,1
6168,0.82,0.5,3,198,4,0,0,0,0,0,1
6174,0.84,0.99,4,134,3,0,0,0,0,0,1
6175,0.98,0.92,5,221,3,1,0,0,0,0,1
6188,0.76,0.99,3,216,3,0,0,0,0,1,0
6201,0.68,0.73,4,251,3,0,0,0,0,1,0
6209,0.48,0.87,3,221,2,0,0,0,0,0,1
6236,0.21,0.38,3,275,5,0,0,0,0,1,0
6240,0.56,0.58,5,266,3,0,0,0,0,1,0
6271,0.48,0.98,5,132,4,0,0,0,0,1,0
6280,0.77,0.48,4,258,4,1,0,0,0,1,0
6299,0.83,0.72,3,259,2,0,0,0,0,0,1
6310,0.67,0.54,3,213,4,0,0,0,0,1,0
6311,0.8,0.88,5,199,4,0,0,0,0,1,0
6318,0.83,0.64,4,210,3,0,0,0,0,0,1
6335,0.8,0.81,5,143,2,0,0,0,0,0,1
6365,0.63,0.72,2,161,5,0,0,0,0,0,1
6383,0.93,0.95,2,156,3,1,0,0,0,1,0
6388,0.77,0.64,4,192,3,0,0,0,0,1,0
6401,0.98,0.76,3,224,2,0,0,0,0,0,1
6404,0.54,0.57,3,257,2,0,0,0,0,0,1
6429,0.4,0.51,3,120,6,0,0,0,0,0,1
6433,0.7,0.57,3,180,2,0,0,0,0,0,1
6477,0.72,0.54,3,286,6,0,0,0,0,0,1
6488,0.53,0.73,5,174,3,0,0,0,1,0,0
6501,0.38,0.79,5,176,3,0,0,0,0,1,0
6511,0.76,0.89,3,273,2,1,0,0,0,0,1
6516,0.69,0.67,4,274,4,0,0,0,0,0,1
6528,0.81,0.95,3,212,3,0,0,0,0,0,1
6537,0.49,0.63,3,245,4,0,0,0,0,1,0
6543,0.81,0.73,4,258,2,0,0,0,0,1,0
6578,0.83,0.62,4,242,3,0,0,0,0,1,0
6589,0.64,0.64,3,234,3,1,0,0,1,0,0
6607,0.68,0.89,4,227,3,0,0,0,0,0,1
6628,0.49,0.97,4,166,5,0,0,0,0,1,0
6629,0.32,0.55,4,283,4,0,0,0,0,1,0
6649,0.77,0.5,4,281,2,0,0,0,0,1,0
6657,0.65,0.56,3,142,3,0,0,0,0,1,0
6710,0.49,0.91,5,231,3,0,0,0,0,0,1
6720,0.57,0.49,3,159,4,1,0,0,1,0,0
6750,0.67,0.75,3,194,3,0,0,0,0,0,1
6756,0.89,0.5,4,238,3,0,0,0,0,0,1
6766,0.51,0.61,4,251,2,1,0,0,0,1,0
6856,0.99,0.64,3,174,4,0,0,0,0,1,0
6862,0.73,0.56,3,215,3,0,0,0,0,0,1
6905,0.76,0.78,3,162,3,0,0,0,0,0,1
6906,0.69,0.91,3,167,2,0,0,0,0,0,1
6907,0.69,0.81,5,217,2,0,0,0,0,0,1
6931,0.61,0.67,3,188,5,0,0,0,0,1,0
6940,0.6,0.73,5,203,2,0,0,0,0,0,1
6948,0.81,0.83,3,177,2,0,0,0,0,0,1
6956,0.79,0.75,4,168,3,0,0,0,1,0,0
6971,0.81,0.77,5,102,5,0,0,0,0,0,1
6982,0.74,0.54,6,113,3,0,0,0,0,0,1
7009,0.69,0.94,3,170,3,0,0,0,1,0,0
7013,0.63,0.67,5,250,2,0,0,0,0,1,0
7028,0.42,0.74,5,256,6,0,0,0,0,0,1
7029,0.22,0.61,6,237,5,0,0,0,1,0,0
7068,0.32,0.66,5,116,5,1,0,0,1,0,0
7072,0.62,0.94,3,151,4,0,0,0,0,0,1
7076,0.57,0.7,3,210,2,0,0,0,0,0,1
7082,0.26,0.73,4,178,6,0,0,0,0,1,0
7083,0.58,0.58,3,122,3,0,0,0,1,0,0
7103,0.56,0.78,3,200,2,0,0,0,0,0,1
7133,0.67,0.55,4,256,6,0,0,0,0,1,0
7164,0.78,0.99,3,174,3,0,0,0,0,1,0
7168,0.92,0.68,5,210,2,0,0,0,0,1,0
7197,0.53,0.94,4,202,3,1,0,0,0,1,0
7199,0.66,0.74,4,270,2,1,0,0,0,1,0
7200,0.89,0.76,3,251,2,1,0,0,0,1,0
7256,0.93,0.87,4,218,4,0,0,0,0,0,1
7261,0.58,0.86,4,257,3,0,0,0,0,1,0
7277,0.55,0.68,3,185,2,0,0,0,0,1,0
7284,0.74,0.87,3,192,3,1,0,0,0,1,0
7292,0.79,0.87,4,253,2,0,0,0,0,0,1
7320,0.75,0.98,2,161,3,0,0,0,0,1,0
7322,0.82,0.73,3,183,3,0,0,0,0,1,0
7344,0.45,0.71,2,172,2,0,0,0,0,1,0
7364,0.73,0.79,4,208,5,0,0,0,0,0,1
7375,0.55,0.98,3,169,2,0,0,0,0,0,1
7386,0.69,0.59,5,182,4,0,0,0,1,0,0
7411,0.51,0.6,4,140,3,0,0,0,0,0,1
7412,0.73,0.74,3,254,4,1,0,0,0,0,1
7426,0.52,0.63,5,241,3,0,0,0,0,1,0
7429,0.76,0.58,3,262,2,0,0,0,0,1,0
7439,0.96,0.61,4,158,6,0,0,0,0,0,1
7445,0.79,0.55,4,145,3,0,0,0,0,0,1
7449,0.79,0.97,5,208,4,1,0,0,0,0,1
7478,0.77,0.96,3,232,2,1,0,0,0,1,0
7483,0.98,0.89,3,150,3,0,0,0,1,0,0
7493,0.82,0.63,3,171,3,0,0,0,0,0,1
7499,0.93,0.58,5,238,2,0,0,0,0,0,1
7535,0.45,0.76,4,143,2,1,0,0,0,0,1
7553,0.84,0.45,3,263,2,0,0,0,0,1,0
7575,0.17,0.71,5,257,4,1,0,0,0,0,1
7602,0.98,0.85,4,178,3,0,0,0,0,0,1
7625,0.35,0.4,3,130,3,0,0,0,0,1,0
7640,0.87,0.64,2,148,6,1,0,0,0,0,1
7641,0.71,0.77,3,149,2,0,0,0,0,0,1
7659,0.58,0.65,5,187,2,0,0,0,0,1,0
7704,0.94,0.58,5,215,2,0,0,0,0,1,0
7713,0.64,0.78,4,159,4,0,0,0,0,0,1
7744,0.62,0.86,4,135,3,0,0,0,0,1,0
7745,0.38,0.67,2,117,3,0,0,0,0,1,0
7749,0.6,0.54,3,136,3,1,0,0,0,1,0
